"Data Source","World Development Indicators",

"Last Updated Date","2025-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Singapore","SGP","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","853581791.228209","947654757.156952","930847732.061856","1020486126.01167","1145749923.26179","1298382993.92779","1500611244.61555","1736148882.26494","2003229701.91755","2301892136.23082","2764330046.24259","3510707415.00642","4649875031.49259","6011457064.20551","6721881893.33504","7020747363.91164","7927098865.91205","9514854748.85054","11412030626.4604","13630783938.2495","15033035464.1866","16529838912.7552","18921229414.4693","19422985260.923","20043109140.7449","22422591234.4476","26530700323.7973","30245676424.5142","34878922596.4585","40673892395.4868","49330563750.765","58696422927.3994","71042616832.9508","83268369653.9213","94019289537.5259","105245561061.786","94291774714.7132","92486827084.9743","95391028847.2284","91562446398.0077","91859462975.5774","96456251432.0385","109050982705.473","122983016874.302","143247234804.234","165243339656.008","180169589123.128","186120545581.112","228090229433.827","250101189864.514","274706598269.243","294065818760.641","308379135365.297","294216880670.243","299826763586.762","309978778943.893","317812310263.2","333286166554.661","317161903207.914","354562411056.416","377197768442.652","413365031125.188","451255703972.821",
"Solomon Islands","SLB","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","186488632.765588","181628432.243085","175698731.908311","166407846.368176","161352015.468727","170428968.131112","177088646.936808","179807466.986036","198032569.810864","213154011.529183","263756475.087142","290190950.3956","349570363.368734","430695782.125681","487609679.845919","497931579.965436","481143359.63017","464719565.691524","403543271.127545","391654669.49384","360018898.324022","406213907.536263","465389267.342126","548195268.340669","583604434.86692","631117218.527521","702367648.247903","754223567.31464","852874656.073948","933828718.190509","1044074132.69498","1241049861.5647","1287621586.19516","1286327346.14651","1327720458.60414","1386105765.9757","1526388740.18559","1610343264.58727","1619266943.95147","1633024777.30806","1658831088.61937","1686545679.97992","1705763897.4064",
"Sierra Leone","SLE","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","379540888.52677","394641419.152398","394080951.934849","375814527.149255","372086060.181173","405428216.331181","434539269.928806","456072950.945323","472156475.32562","547504455.454927","669316587.603703","754579972.052073","691666634.195626","675735569.395857","774633316.453483","1030828212.04456","1242453597.17021","1247912380.0853","1248745005.54235","1075908657.92215","1087990301.3823","915141614.436464","684225695.833551","696182455.686152","710870727.777869","864379781.065533","802289623.18337","756358076.777614","573028433.860607","685026631.226767","700427725.890552","779167255.109968","890595592.426772","847586847.402122","744416444.211351","679237994.174297","659075115.329528","781553182.473292","1273309073.13759","2195579521.71186","2196728284.97442","2431834699.2066","2467110303.27886","2761677600.17873","3422058475.20317","3933080551.51044","4316073513.34633","4517212502.38341","5414441172.4196","6531086698.65821","6669903186.89039","6693772707.13952","6734339474.09851","6216958213.5869","6260259599.19424","6541998153.5227","6654341265.16252","7172392828.32005","7632219241.69199","7340407625.35812","7256029067.6455",
"El Salvador","SLV","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","1004209161.52435","1043600821.75337","1087098227.51932","1143196976.86375","1215713916.22533","1337356672.77205","1526057028.34296","1769255333.59757","2000412810.05212","2244816912.94252","2645818918.33984","3142248166.44044","3510493033.4605","3378193659.00177","3462678068.30631","3292230383.49644","3237189348.03095","3382634604.39498","3557672281.49155","3785700312.36859","4157317741.6178","4438097000.6292","4465097805.08085","4739749287.34655","4994288124.46754","5723741510.55262","6407435789.33369","7188338481.24936","8313019721.49886","9045000961.92245","9725746173.66537","10150796194.7024","10587396547.7341","11209909097.7939","11575739685.992","11942491886.5306","12738311030.1784","13675886879.9692","14616692062.9184","15607743783.7892","16378282418.321","17573853693.185","17340255592.4445","17821316600.4572","18997876825.8604","20050830424.8133","20962312688.0234","21428592935.3953","21764575109.2208","22295959534.2249","23009116412.1527","24503563518.8784","25696389752.2677","23674586507.5212","27385712597.1189","29588979933.4935","31247059617.9258","32452737359.2112",
"San Marino","SMR","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1353273833.06158","1442968910.90793","1517287448.11751","1410459934.09348","1650639136.26008","1820312466.95528","","",
"Somalia","SOM","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","201595282.565832","215558361.795389","211934458.229317","219938344.83381","259386368.948241","283518800.980212","292005748.749091","299979166.5763","312926273.474837","345588202.291693","419163790.182131","484405646.438025","468599904.881692","732768347.029917","774864693.796894","755181125.795934","695304564.03496","614165616.363746","674959850.315436","738463817.219036","746269231.468729","672575781.663674","726871509.620851","834269094.872858","873663990.882969","1052356256.90979","1177379525.57501","1169151615.66085","1105082030.94392","957593335.047023","768874219.835009","846950669.504554","922964900.88767","1363081985.7912","1712012973.74453","1842027924.12074","2228527099.05308","2754382978.94908","3269532353.61691","2913937647.73598","2592210240.00626","2586680322.98518","3194706865.58703","4159671079.13504","4941560602.23241","5469347781.63344","5946686478.9343","4592567860.98654","3570630965.118","3040241393.70807","3464322794.12739","4342911322.20182","5487577383.57007","6073307224.43378","6496601660.715","7434407740.46598","7863945243.5806","8352658002.51742","8365495748.17486","9269933417.93532","10096559568.8422","10789752826.2455","11469521445.5618",
"Serbia","SRB","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24400616745.4885","24563407997.1554","21116583815.1271","12918556850.0496","12259360523.5589","12037703039.8704","18804377398.363","24939277554.6794","29328556729.2347","31708023626.3295","36936667899.3515","45958384509.7117","48918672851.6484","47426406408.961","46156265759.8227","45416146065.6639","47526304101.1547","46008872033.1025","44027028280.5772","41800438416.3606","40789666305.5076","46752541443.5702","51273444891.8362","53738108866.6066","60779542568.2709","65222614772.3617","71249031845.0553","76209500022.1297",
"Sub-Saharan Africa (excluding high income)","SSA","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","279710817567.104","272660190049.878","298753872012.276","345599662456.385","367067098807.137","375433161546.189","401454385021.205","397668906639.145","402212284901.807","398308436527.141","424879099159.672","439747772441.947","458553754234.73","441128487445.903","439333840191.92","440785538199.735","434470855241.901","437674478527.856","491567130397.953","612528791900.967","779617781565.651","899432071663.211","1015130109268.17","1132508857309.31","1190685383604.98","1276759172269.52","1391738663746.2","1551540636669.96","1664775932792.49","1756189290799.41","1695269188516.23","1554388878065.35","1489922615660.07","1580358914759.47","1692302012198.42","1657606307786.81","1769430208482.51","1887225567629.86","1894866298486.33","1778729298162.75",
"South Sudan","SSD","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7921679352.52903","8584908541.7114","12051428873.9028","13158858189.8063","11669229567.3347","","","","","","","","","",
"Sub-Saharan Africa","SSF","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","288721536099.169","284234853848.786","313790301638.147","360380090793.973","381220413308.649","390222744939.179","416023871084.842","411194782291.771","415695580237.491","408635510454.072","433986823198.439","449292923817.043","468076353765.657","449669060942.135","447962852677.344","449732680482.797","443752751812.526","446370658750.295","499902136835.083","622594286988.277","791706920294.52","913685680494.693","1033038737516.75","1156491767495.96","1220509223794.73","1310924320579.53","1427950543988.33","1590791253241.93","1710462056852.43","1811021806390.39","1756717546011.38","1624811205861.86","1569852328685.23","1668925936072.33","1789099788282.22","1761765766964.9","1884490585636.71","2015113013583.54","2039499896098.74","1953676772626.02",
"Small states","SST","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","15597195479.9067","18135171664.711","22233555627.5818","27138614861.7078","30471263034.8811","31527142854.6111","29278619081.0134","29940389823.6462","30785210213.0778","32646087989.9533","36594594169.0409","42042255879.3178","43535049430.0568","45476694998.8708","47540210835.0149","52428548945.7087","53000534064.3029","54722265771.3502","59408930961.1528","64455644044.0482","67302157909.1512","68075564971.9022","70484222212.9692","74323546934.7718","75883049111.7438","78532099234.167","88476820020.7673","105515008205.849","123557907346.358","138452305791.461","155357304246.049","171794762005.048","168137109123.047","170449974348.88","176965594678.976","188653924623.013","198578521654.059","201024465302.814","199932388327.914","194113318081.989","198513152897.618","216666025461.236","230411785599.702","211469988681.284","229466597065.994","251603785046.756","274478786653.115","283967393694.825",
"Sao Tome and Principe","STP","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","44943714.0495024","53527647.6926655","66331750.8109194","75575002.4090132","67099617.4014788","67973435.2799062","64151821.5311343","74585807.3756662","84796036.8833705","81921984.8994883","83866214.4055123","76235967.7296653","71572517.3796185","81325547.866933","83285079.9983001","102820036.84108","114296464.140431","107379143.915875","101131034.600543","100721640.714483","100328742.906957","101344354.948817","109237858.211208","111496973.935426","115036329.33636","98259514.6275185","82453005.8549038","72670413.2793496","69584195.175438","74562724.3832892","77406855.6097286","92007505.2392543","108188329.849652","128898660.206451","150897186.425555","159757163.636831","173069568.801882","190141401.511854","198696135.158344","210849754.365484","221717204.832625","256192565.05074","282793543.108788","279487133.939486","289220678.571843","297476660.161456","349859387.82952","386802644.64269","440554551.128141","493718039.610731","549053133.840769","596230257.779722","653171904.58047",
"Suriname","SUR","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","82434092.5471933","73171526.2472966","81617930.4497968","121881276.536695","152632517.945515","175582048.062731","184918807.022181","193740552.946687","211252160.396578","226981425.221048","252859189.466112","281985723.14661","352759745.518614","475635247.919571","507604870.851877","587877138.972714","690279153.959506","779505214.98705","824246425.207143","949461539.302204","907216517.606614","838804906.288811","851945693.035891","876224937.032551","919313043.848657","961166867.415579","1160646433.85112","886712699.271658","576721316.915967","468974798.092341","436983534.740444","417064075.035528","478956424.921597","585013520.810335","729354280.015388","834478109.123713","944652301.683602","908170673.603323","929683323.788508","796422432.451166","928634466.469644","1071714237.6621","1392461561.964","1658315124.22166","2038948298.73927","2580911293.67517","3271821456.5585","3641823423.77597","4031993306.4144","4240253828.59329","4626181839.25432","4898303142.72528","5123441781.2611","4971087894.84739","3920749140.7197","3387511756.87366","3437545872.67923","3612325899.36497","2730375115.40967","2762383680.74702","3138093007.26741","3269153029.64836","3722270584.36612",
"Slovak Republic","SVK","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12525255061.8099","15752468440.9866","18628534939.2677","22934325916.8614","27207395060.4772","29296288688.4128","29362979632.3694","29034617251.3234","29770301738.9968","30672640543.0766","32347416460.0498","37194785069.0016","48409854202.6952","60751981383.6703","69554839198.9608","80302312381.765","92768444862.515","92227605911.7251","94911537397.6882","94769918444.553","96418662053.1038","98978509280.8301","99575248763.0483","96553510482.1868","91774910844.5542","90902042898.7896","100556131470.794","104856800430.149","106011909413.53","114469210653.718","118635763266.289","125331676777.03","129590380484.946",
"Slovenia","SVN","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14211527182.5438","13731007550.5096","15132438319.1969","18718286662.2059","20906166508.5756","22300472580.065","21731327216.982","22354420495.3039","22272759628.3583","21597463497.4014","21505973715.2629","24962734935.9575","30934174801.9782","36363725675.2719","39548546429.2876","43807887288.5558","49581605150.7827","49488315364.6107","49914406592.0002","49974737166.0749","47338150851.2579","47459536138.0027","48255335483.332","45563690335.4651","44634512813.1724","45541229451.7082","50841323839.9812","54081859572.6446","53362440255.6309","59686506393.7397","62581002790.7412","65714473034.9401","67269510186.4917",
"Sweden","SWE","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","18222495864.8292","19781658256.4148","21926193840.9169","23923706525.233","25973408021.5088","28440159759.5558","31171576366.8359","34101346307.0653","37735070990.4602","40431946842.0149","46092087078.605","57368933204.363","70004487810.7435","83268970338.9053","88142391581.2193","93189502901.3826","103122464857.878","122664689584.153","143740160951.985","145850334296.536","131177178135.128","112840370094.868","108542048675.526","109209944290.181","128275962189.678","162571584216.414","204111962000.24","221539365476.57","237620759849.728","250839440031.081","271623799658.793","245890760111.273","243263877849.393","247973516496.905","268759169965.34","277728031599.788","275306986093.996","277329399720.833","280384853013.234","264276844479.443","259983922473.159","292820637927.89","356949214052.102","412545116834.927","445781119108.138","477305346268.03","510447876648.637","487151765736.734","510023901026.34","533388664834.72","560148421664.93","590679589990.763","594888352336.262","567474166788.596","535614140283.746","526295259539.643","560529333271.308","577957307216.966","566174867607.342","628383970463.504","655249113695.29","641797291399.097","621736453865.169",
"Eswatini","SWZ","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","136659092.634299","173491785.424775","226285532.835433","","","","","","","","","","","","","","","","1064370093.76521","1143535852.51782","1359826813.08103","1406335383.92869","1423315229.53674","1684824896.75192","1825433615.51378","1883700259.92659","1701530186.51255","1719892538.12389","1679334056.56728","1725479134.03604","1595224745.69085","1740661036.68592","2216630999.77981","3178730939.39387","3419659967.73727","3628446678.86152","3532599928.11884","3513429880.41614","3687270315.90518","4134671225.65656","4656868464.59002","4743283714.55037","4435383932.9514","4050531537.75365","3805326235.57671","3777490738.87678","4025780041.23082","4337483079.00972","4078487584.34293","4337595261.38866","4449479358.91775","4610812868.05155","4454721872.69508",
"Sint Maarten (Dutch part)","SXM","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","909693542.139637","942301681.364777","982267354.252449","1086191093.28097","1194947389.46174","1348523898.8756","1285080899.94416","1236735951.31804","1375327328.94408","1207190200.20134","1306594231.54858","1500898805.35347","1576889375.20212","",
"Seychelles","SYC","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","12711106.5813495","14057814.192928","15136464.9803792","15429795.0195303","17615147.90878","17446059.956566","17854217.7614142","17488537.4871587","18799507.4879285","22460843.6606837","27062838.6769337","35567622.2667789","44884057.3408467","51602296.269651","55275165.52848","54006512.3209217","72834682.8493645","110062248.136953","135735842.763841","157489544.406686","158190974.544915","150413356.532682","153860071.751931","172420042.933573","192403266.562416","235800128.853088","292069243.552395","333590638.946843","373116196.812212","391279611.718493","452733083.829172","495116100.714815","512039184.083516","520398577.617378","567948500.106459","613770681.491808","592658784.436217","613341540.372269","642299701.681202","638343032.67619","613974556.870837","662420847.80585","813794957.697948","981566866.978701","1131739855.15876","1096114168.02043","1001993223.97384","899868274.021157","912189611.411438","974726702.29872","1107381833.07505","1111241424.0968","1218930018.76766","1378250585.82652","1479557109.59421","1551041984.59826","1704777951.21492","1825490394.73632","1515976372.67298","1484169602.52417","1761739583.8715","1963997119.74676","2119265860.59393",
"Syrian Arab Republic","SYR","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","1132454248.44366","1068484178.71638","1216407137.51741","1376725456.15702","1316430112.62073","1496736951.96008","1644685039.47726","2119069724.25823","2164687452.06686","2490935222.03603","3198842913.82871","3247299652.60331","4821083080.68654","6706940085.92003","7908030408.32742","7888440138.73207","9156328591.18931","10189571650.6749","13150625499.2965","15113373229.8152","15629595238.3601","15971915326.0851","15462957372.1075","16967677760.3359","15046987032.8525","13366144854.0322","13284956092.9016","9764983452.76179","10127231858.8453","11640730636.0331","13564092113.9993","13630206051.8767","12586859059.6971","12122586649.6874","12222433454.7635","12576121548.4202","13613419877.3896","13344695246.6851","14831064206.4019","16731863606.3378","18563565981.7153","20613831181.348","23525048796.7931","26076220035.6603","29788416234.881","34858344055.8203","42146140940.4554","49530872791.8799","55750539046.7617","59402432834.6676","45079221011.8249","27441959613.9158","21617167120.7686","17395487482.4316","14481686882.6268","13780306941.4912","15780828933.2889","19649063847.0177","16700782408.2561","15248211280.9449","15883359000.9313","18235970421.0203","",
"Turks and Caicos Islands","TCA","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","771785688.927167","855775692.341245","956006711.93696","990268730.253114","1688613408.24342","1536185482.20339","925098881.298429","1243244143.41293","1461751673.75467","1602592297.14841","",
"Chad","TCD","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","350761456.316049","359030800.213108","367969997.13502","397148755.998144","418837497.604026","448567081.869416","465155862.285753","504090479.24786","508612096.503562","505842451.884834","559221571.588599","621425830.465456","749366295.283804","922341686.681572","930963665.771448","983538077.582673","1061155189.42627","975441093.798233","1085741928.42799","1059875624.48012","976226021.143281","927390699.891391","893031647.396533","1051313676.00934","1075953334.29432","1149285985.38464","1499511957.02402","1579718818.26527","1591272337.61995","1807318745.70233","2079122436.06906","1597052332.57884","1506908181.92915","1452304064.43605","1458321727.39695","1597798574.5587","1699928197.40335","1602710001.64373","1507015822.62835","1620722414.8361","1759223605.96387","2004245856.68708","3263364781.61327","5291548898.03757","6726141000.8291","9140788133.8864","10507926480.4703","12097858548.3553","14153266898.1952","15202684305.8444","17257761694.7504","17893258471.6158","17814120086.7149","16524071199.6823","14237045466.7555","12948681736.6743","14325338367.112","15376057432.5162","15298016562.2899","15856324882.5318","18514223622.8008","19394927462.3779","19684619240.4353",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","65824305491.1238","73261826876.0401","83000837721.7935","96188061916.4415","106793093033.945","103493988131.841","103136335408.643","118803660544.207","136486430634.009","144078306982.514","155887856710.216","192626283486.426","230639781476.587","273659376157.651","272852140298.64","294529276584.532","317487347482.157","356150622768.072","399910608012.587","429890229800.457","436817511460.678","438065781581.802","470827544689.464","511132686898.284","551915856800.394","586977493603.371","628110348349.104","641981921253.545","677288112283.397","737089506825.096","830622439159.367","914663803031.507","1039884946606.99","1212549024386.28","1429141888405.82","1567088040142.65","1487530904337.39","1545834245810.31","1665233467346.62","1812132810304.76","1980715424093.1","2272860219060.75","2696039702502.34","3131283327983.07","3650533942870.04","4412276797306.29","5421147177050.14","6352754892975.77","7484266986580.31","8716069407799.19","10274803551514.3","11647907951355.8","12780036935345.8","13406816492289","13944342526798.3","14765778422964.8","16309433553191.2","17669029664173.4","17930036951255.6","20189722958670.5","21812618215790.2","22751357102258.8","22731480158077.3",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","998984368875.57","944475577849.609","932933272699.917","858392034359.637","897234308192.37","927410093345.253","973107994400.414","916849391657.832","865651177135.374","905111648945.95","873962257273.585","943342227555.842","1104614374880.85","1415988789832.97","1793540536145.85","2195064230686.11","2708347840287.38","3308234765877.5","3304992872976.36","3525316243694.06","3808117527245.75","4321058815004.28","4728791063679.38","4722271225078.51","4200375100312.26","3732344652371.37","3633538652326.43","3894648024639.62","4126292363671.94","4001624803714.65","4403820681436.69","4775760142549.99","5268106334099.83","5689309261580.7",
"Togo","TGO","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","193596278.412069","204421391.632396","236759541.652225","267868956.382831","304595032.114615","324825233.770617","350397093.083899","392218714.159829","391458959.897489","399695425.549042","455363523.186863","559261842.587194","744414329.059082","899467874.458108","932221501.59624","1039165159.02691","1215070356.6247","1302028093.72347","1623131689.71673","1568175657.57344","1312550435.30942","1075824529.81727","1042376991.11763","1071074818.76099","1217134678.14134","1516395618.83202","1987548146.25232","2086165299.4949","2151002890.76469","2197247721.84127","2336787637.5384","1951706147.5584","1814428330.71284","1832411243.94063","1924338572.85777","2248192834.22938","2136038524.68009","2135404808.2745","2158814138.24385","2107326959.15565","2211824024.23583","2627390843.80823","3021466563.03399","3194695916.03297","3360418280.94468","3509249706.06286","4053450676.71705","4654422041.2328","4980521445.47947","5537015716.5678","5577563124.09752","6033400766.29997","6327531281.53578","6426661268.42903","6258874722.94306","6215747315.81649","6882217427.61402","7273800811.07205","7483901397.21099","8168909590.23457","8809687344.89815","9303802213.53126","9596899827.16815",
"Thailand","THA","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","3282278798.39689","3595886531.43301","3882772150.19722","4324260578.0863","5084449306.2914","5736755833.88544","6392420799.67786","6884709880.9358","7629891639.36658","7944432171.49204","8434587705.07982","10620829345.9349","13484307447.7276","16270071425.6452","18127335766.6502","20100249497.4412","23865634990.8054","28185398161.3471","33623683066.2098","36677377493.0821","37591293704.1933","38346269261.4053","40501657729.9338","41326575356.7041","44170379520.7274","51341516668.044","63778739357.5612","73580130529.0835","84094450678.7127","95022127172.7686","109085962517.08","124381492851.779","141154604804.227","162804263536.342","177584870930.837","163028851515.392","128202477133.682","123330190436.718","124591504495.815","124785757540.406","127269579186.096","140770428983.693","164632704877.986","182746943805.012","204129008855.213","233317338935.334","263926235500.371","276652986218.511","308009861551.36","334256114224.996","374726454582.673","389996622509.841","394296286416.717","392054945845.02","393271083168.625","412965249600.42","458792730569.847","504708599307.787","494232834583.284","508305991663.962","517512922987.265","515602746220.282","510212864177.827",
"Tajikistan","TJK","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1905270039.16002","1649144896.10392","1205774331.50411","1230180548.56901","1012531264.69192","988473780.699563","1067019227.25242","1083386021.68331","1067373243.9555","1030939876.35711","1096900765.66873","1368393115.83629","1792118318.1141","2587368792.15043","3260506759.06111","4067659742.64605","5390747545.97322","5895523130.589","6932779875.87571","7848556214.66103","9089183119.89792","10691489455.5979","11131955616.0103","10654541763.1288","9656683965.39559","9110541637.87603","9349340573.58876","9967178068.44328","10041893219.0232","11281996404.1847","13840795739.91","14559659222.6163","17507861514.1942",
"Turkmenistan","TKM","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3919388642.92223","3471224764.61586","2966238995.82785","3207753740.18413","2817048881.14304","2553435980.29684","2615417737.16692","2395058299.65572","2464035798.91151","2766853549.21742","2691410074.74567","2945070767.77804","3447929306.2457","4591781871.65191","6140033847.91168","7583553784.28832","9085452217.87148","11306611360.2726","14987480208.7699","17781034682.3897","20701691316.5986","24454791710.4832","29302609104.0159","34929613725.7925","39382084894.4375","39142691112.8301","38647183423.6521","36747796295.7056","39436024988.8813","43913046850.6304","46850405211.5669","51032785628.653","56232724634.5389","60768465837.4623","62885456310.1497",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","85557862115.0788","89543895308.5217","99626810314.9343","109165239971.872","118111807540.483","124711933313.25","136698723201.524","148927992401.463","162250190934.48","182317925524.293","205338772163.325","254798931444.063","333703258202.232","396351425666.563","431753000184.524","454518398772.645","515277393642.221","621610427816.229","741414063793.081","816064313556.635","789544586521.272","707779593856.422","699111291976.408","688043847260.084","728185840215.798","790728606151.901","862246836107.857","898648929836.151","939986306131.15","1044157683259.29","1186136531663.01","1334381951882.39","1527404684989.11","1681687405232.63","1896461357946.37","2092961513134.34","2130634542211.6","2051933625161.22","2111631128549.71","2078563855351.06","1975297959635.9","1992730057284.77","2180556541192.11","2474633421508.93","2889841080643.69","3419889560896.42","3995794049527","4133760210495.81","4645335584877.28","5180949441123.69","5792327957240.85","6104546452778.01","6100993717086.73","5558491102106.97","5147510934883.01","5120607348989.16","5372663283811.38","5479715147332.15","4830389097937.17","5176170268934.28","5595102337235.43","6128732763752.33","6508702279139.85",
"Timor-Leste","TLS","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","357141556.977206","421198472.735286","482926846.501164","536117578.040106","600357819.031426","633562399.619614","626676544.484778","420147612.704757","491500627.628946","577892100.239043","696340307.949858","633475248.801229","758088665.847068","920709990.860594","1331551176.33169","1910713377.68258","3140393680.38829","2506883271.72078","3117792630.40505","4154279316.28986","4045957191.23042","3699767394.70953","3187660251.09326","2628652339.25103","2122760872.86446","2223579806.9477","2293605514.32097","2828044925.77917","2703776788.2144","2771788367.2703","2486865108.19088","2794680450.33493","2180493930.7608",
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","23069625494.5913","25204491170.6055","27717912799.4673","31645525449.5513","34188427099.7078","37012331348.1646","42469473064.2562","47899059765.3899","52903029659.8825","58109032717.1096","70127931020.427","83176622981.3284","113286683255.758","150318696278.04","191261971947.16","206066757028.16","228443474343.086","274227414830.581","319728738634.153","341021609981.817","376351889390.975","379320094543.645","386951812421.832","425981625956.241","457247617812.061","485890001723.991","482634178775.455","457669982411.426","524971601001.578","405508535889.625","410016784085.994","370255532562.868","367452981072.289","375490186021.469","415224026000.001","445336918194.994","459946146955.37","479485198805.465","524826600488.665","558677464826.206","568447735991.912","604165729444.24","699214062381.022","807401682627.151","926088762159.148","1087187900968.75","1283475022948.29","1415801783680.33","1551984284080.15","1649390694397.35","1877148855226.36","1969332724265.35","1961911906687.24","1833467693466","1840241650197.04","1825106897205.18","1874786488857.22","1852700626552.63","1698477209629.97","1815418686184","1995976213935.26","2080290625419.01","2095033146395.85",
"Tonga","TON","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","64274705.1553071","64470154.7692641","67243658.8733638","72738488.5426692","81596702.7285","100920554.723163","109810663.918733","116412689.331464","128255151.523927","138154393.940687","146334114.472146","174556963.266574","198780615.348399","225063080.100802","221724578.32544","215867586.242735","209137396.107789","206828146.300149","198585251.200022","196703456.414696","195537606.349507","215481804.236279","242195437.58568","272000331.699496","290169837.840417","335260554.043151","330726473.279424","350964942.352682","393900023.926727","444305228.115414","463178490.153191","465252933.514953","447754146.518606","451354789.451735","468632994.236297","490861458.922955","522297219.588574","541802281.473609","552714534.884158","552811232.797424","577644265.969099","",
"South Asia (IDA & IBRD)","TSA","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","47072708223.1036","52203748115.7409","59639210273.411","63384210313.281","61536403039.8247","63134769312.2383","61992433627.5888","68004692932.8647","73161672978.1456","77385103017.8659","82327703448.2807","98123208409.9978","117950486191.421","138413236956.708","135019181836.864","139193325355.812","155874380109.49","173352904519.509","213453892915.684","239667521303.451","238737219164.782","239474683310.895","243356963860.599","258662933860.708","283297172645.483","324791304295.327","369635647337.304","374895741525.619","379686283455.488","355494153375.01","362063582977.546","351598003087.62","375543587380.866","411257044512.407","457554982806.662","477951995323.537","491939308382.842","528853861651.471","545613316203.709","565040373933.235","581358470001.224","662190336663.933","786527553863.138","919360194501.15","1035946285661.73","1211541850959.15","1341224444451.37","1521102167250.08","1691635474775.61","1918544875825.51","2113759597523.44","2202351766829.35","2300331886128.22","2400878351475.22","2587776761198.31","2830717215189.1","3176295071309.16","3380051828640.11","3172448012214.87","3633313606172.83","4017988255064.99","4327708967624.16","4466224023019.65",
